country_code,year,gdp_per_capita
VCT,2009,6154.220234
VEN,2009,11524.98053
VNM,2009,1232.369671
VUT,2009,2642.931499
PSE,2009,
WLD,2009,8625.557146
WSM,2009,2712.407415
YEM,2009,1130.476401
ZAF,2009,5654.492378
COD,2009,185.2322376
ZMB,2009,998.4404343
ZWE,2009,475.8538049
ABW,2010,24289.14152
AND,2010,
AFG,2010,561.1976175
AGO,2010,4218.649126
ALB,2010,3764.326348
ARB,2010,6054.64084
ARE,2010,34048.51735
ARG,2010,9132.957259
ARM,2010,3124.788199
ATG,2010,13315.24327
AUS,2010,51824.79842
AUT,2010,45016.70385
AZE,2010,5843.169753
BDI,2010,219.5297995
BEL,2010,43242.35118
BEN,2010,689.6483313
BFA,2010,592.6074699
BGD,2010,664.0642317
BGR,2010,6453.476711
BHR,2010,20545.96945
BHS,2010,21881.08394
BIH,2010,4361.877138
BLR,2010,5818.854859
BLZ,2010,4529.885449
BMU,2010,88207.32756
BOL,2010,1934.675258
BRA,2010,10978.09355
BRB,2010,15812.27978
BRN,2010,30880.34486
BTN,2010,2211.232907
BWA,2010,6980.361809
CAF,2010,456.5634087
CAN,2010,46376.33804
CHE,2010,70370.01637
CHI,2010,
CHL,2010,12684.93232
CHN,2010,4433.36122
CIV,2010,1207.84514
CMR,2010,1090.619066
COG,2010,2920.406708
COL,2010,6179.399054
COM,2010,795.4784368
CPV,2010,3413.263369
CRI,2010,7773.185476
CSS,2010,8601.696407
CUB,2010,5701.962671
CYP,2010,27889.03718
CZE,2010,18948.59879
DEU,2010,40407.96125
DJI,2010,
DMA,2010,6630.195154
DNK,2010,56451.73571
DOM,2010,5166.150359
DZA,2010,4349.569325
EAP,2010,3885.15356
EAS,2010,7421.421599
ECA,2010,6170.287866
ECS,2010,22645.56753
ECU,2010,4500.591558
EGY,2010,2803.532963
EMU,2010,36371.59244
ERI,2010,368.7477582
ESP,2010,29732.43795
EST,2010,14245.55631
ETH,2010,301.8388264
EUU,2010,32275.86326
FIN,2010,44134.04836
FJI,2010,3747.674635
FRA,2010,39443.18961
FRO,2010,
FSM,2010,2838.448841
GAB,2010,9321.955869
GBR,2010,36424.52901
GEO,2010,2613.689508
GHA,2010,1326.066112
GIN,2010,435.448888
GMB,2010,566.3353254
GNB,2010,526.5210239
GNQ,2010,17612.75793
GRC,2010,26020.1481
GRD,2010,7485.905205
GRL,2010,
GTM,2010,2882.400219
GUY,2010,2873.951538
HIC,2010,35427.09199
HKG,2010,32558.26248
HND,2010,2063.931749
HPC,2010,690.7051171
HRV,2010,13326.50628
HTI,2010,670.4032924
HUN,2010,12750.29865
IDN,2010,2946.656059
IMN,2010,
IND,2010,1417.066965
IRL,2010,45916.68284
IRN,2010,5674.923927
IRQ,2010,4612.523476
ISL,2010,39507.14423
ISR,2010,30389.10758
ITA,2010,33982.14655
JAM,2010,4906.674832
JOR,2010,4370.721033
JPN,2010,43117.76827
KAZ,2010,9070.957765
KEN,2010,787.0639352
KGZ,2010,880.0385141
KHM,2010,782.6188886
KIR,2010,1539.047436
KNA,2010,12904.06685
KOR,2010,20540.02478
KSV,2010,3238.646286
KWT,2010,40090.74627
LAC,2010,8451.501228
LAO,2010,1122.852316
LBN,2010,8551.852416
LBR,2010,326.6042804
LBY,2010,
LCA,2010,6814.396924
LCN,2010,8758.781148
LDC,2010,700.0594829
LIC,2010,512.8091613
LIE,2010,
LKA,2010,2400.015575
LMC,2010,1764.779932
LMY,2010,3345.523377
LSO,2010,1097.02433
LTU,2010,11722.01438
LUX,2010,102678.7979
LVA,2010,11446.50818
MAC,2010,53045.87903
MAR,2010,2822.733739
MCO,2010,145229.8379
MDA,2010,1631.540981
MDG,2010,419.2238133
MDV,2010,6552.484491
MEA,2010,7081.201037
MEX,2010,8884.560103
MHL,2010,3112.840467
MIC,2010,3822.03807
MKD,2010,4442.295954
MLI,2010,673.6946614
MLT,2010,19695.25572
MNA,2010,4001.590654
MNE,2010,6635.90802
MNG,2010,2285.645378
MOZ,2010,386.9631655
MRT,2010,1017.166278
MUS,2010,7586.969533
MWI,2010,359.5795268
MYS,2010,8754.24282
NAC,2010,48169.03658
NAM,2010,5078.51302
NER,2010,359.801242
NGA,2010,2293.885305
NIC,2010,1474.748819
NLD,2010,46773.35381
NOC,2010,16372.21243
NOR,2010,86155.52905
NPL,2010,596.3785934
NZL,2010,32796.09016
OEC,2010,39943.05168
OED,2010,35043.32907
OMN,2010,20983.90034
OSS,2010,4271.753009
PAK,2010,1024.588886
PAN,2010,7229.112201
PER,2010,5386.007238
PHL,2010,2135.918407
PLW,2010,9601.530341
PNG,2010,1382.143749
POL,2010,12302.02992
PRI,2010,26106.38803
PRT,2010,21653.00142
PRY,2010,3100.50164
PSS,2010,2904.19054
QAT,2010,72773.3142
ROU,2010,8139.146673
RUS,2010,10709.51196
RWA,2010,519.0223545
SAS,2010,1289.145334
SAU,2010,19326.58255
SDN,2010,1422.368103
SEN,2010,998.5995764
SGP,2010,45639.35243
SLB,2010,1289.067051
SLE,2010,447.7533238
SLV,2010,3444.456148
SMR,2010,
SRB,2010,5073.074945
SSA,2010,1465.27363
SSD,2010,1526.917011
SSF,2010,1478.426715
SST,2010,5215.628153
STP,2010,1127.981667
SUR,2010,8320.64783
SVK,2010,16151.0909
SVN,2010,22897.93876
SWE,2010,49359.86692
SWZ,2010,3093.53953
SYC,2010,10805.09942
SYR,2010,
TCD,2010,909.2999069
TGO,2010,503.1617885
THA,2010,4802.662758
TJK,2010,739.7378228
TKM,2010,4392.719583
TLS,2010,817.766621
TON,2010,3546.77782
TTO,2010,15561.84749
TUN,2010,4206.779922
TUR,2010,10135.42092
TUV,2010,3238.496111
TZA,2010,524.6937886
UGA,2010,471.6772799
UKR,2010,2973.981709
UMC,2010,5948.181951
URY,2010,11520.2937
USA,2010,48357.68451
UZB,2010,1377.082143
VCT,2010,6172.582317
VEN,2010,13559.33182
VNM,2010,1333.583526
VUT,2010,2965.75121
PSE,2010,
WLD,2010,9339.423405
WSM,2010,3075.651529
YEM,2010,1363.735831
ZAF,2010,7136.963299
COD,2010,211.2643588
ZMB,2010,1224.953863
ZWE,2010,568.4275419
ABW,2011,25354.78247
AND,2011,
AFG,2011,613.9791916
AGO,2011,5159.233666
ALB,2011,4109.082012
ARB,2011,7214.844231
ARE,2011,39057.83706
ARG,2011,10951.58273
ARM,2011,3421.726556
ATG,2011,12420.16276
AUS,2011,62080.98242
AUT,2011,49485.48219
AZE,2011,7189.815151
BDI,2011,246.9143271
BEL,2011,46463.72961
BEN,2011,745.9154748
BFA,2011,649.92523
BGD,2011,731.8941678
BGR,2011,7286.643902
BHR,2011,22466.88388
BHS,2011,21490.35708
BIH,2011,4754.074234
BLR,2011,6305.773662
BLZ,2011,4720.816998
BMU,2011,85973.15842
BOL,2011,2319.608523
BRA,2011,12575.97941
BRB,2011,15503.32855
BRN,2011,40244.31182
BTN,2011,2513.936759
BWA,2011,7697.396215
CAF,2011,498.7800669
CAN,2011,50578.34602
CHE,2011,83087.05284
CHI,2011,
CHL,2011,14512.61129
CHN,2011,5447.341422
CIV,2011,1241.561111
CMR,2011,1204.698212
COG,2011,3414.05471
COL,2011,7148.863695
COM,2011,871.6920171
CPV,2011,3801.449765
CRI,2011,8660.830835
CSS,2011,9199.055221
CUB,2011,6051.222001
CYP,2011,29206.5106
CZE,2011,20580.17767
DEU,2011,44354.68494
DJI,2011,
DMA,2011,6780.537527
DNK,2011,59897.52954
DOM,2011,5492.654983
DZA,2011,5271.590312
EAP,2011,4699.736097
EAS,2011,8510.096265
ECA,2011,6842.346539
ECS,2011,24849.9942
ECU,2011,5035.242493
EGY,2011,2972.583516
EMU,2011,39153.48417
ERI,2011,439.5423714
ESP,2011,31117.89747
EST,2011,16885.72557
ETH,2011,334.7154777
EUU,2011,34859.24887
FIN,2011,48677.76563
FJI,2011,4324.685529
FRA,2011,42559.9237
FRO,2011,
FSM,2011,3000.150055
GAB,2011,11768.60629
GBR,2011,39186.43841
GEO,2011,3219.569963
GHA,2011,1594.030809
GIN,2011,454.0022776
GMB,2011,517.752432
GNB,2011,595.8292485
GNQ,2011,23473.43564
GRC,2011,26061.44027
GRD,2011,7766.473216
GRL,2011,
GTM,2011,3242.690796
GUY,2011,3258.048188
HIC,2011,38190.01328
HKG,2011,35172.51773
HND,2011,2261.649191
HPC,2011,748.9239372
HRV,2011,14434.70172
HTI,2011,732.2093375
HUN,2011,13783.84074
IDN,2011,3471.434594
IMN,2011,
IND,2011,1539.603788
IRL,2011,49387.27333
IRN,2011,7006.047183
IRQ,2011,6019.42088
ISL,2011,44030.57988
ISR,2011,33250.5065
ITA,2011,36180.04465
JAM,2011,5334.574171
JOR,2011,4665.94354
JPN,2011,46134.56824
KAZ,2011,11358.00746
KEN,2011,799.9612452
KGZ,2011,1124.077623
KHM,2011,878.3830178
KIR,2011,1735.554046
KNA,2011,13198.36438
KOR,2011,22388.19808
KSV,2011,3705.674351
KWT,2011,51396.85386
LAC,2011,9345.310752
LAO,2011,1265.709344
LBN,2011,9148.129013
LBR,2011,376.9284544
LBY,2011,
LCA,2011,7023.324363
LCN,2011,9686.5129
LDC,2011,777.7167846
LIC,2011,564.0684368
LIE,2011,
LKA,2011,2835.991594
LMC,2011,1969.112486
LMY,2011,3843.476383
LSO,2011,1243.909506
LTU,2011,14158.00684
LUX,2011,111913.1844
LVA,2011,13827.36026
MAC,2011,67359.47356
MAR,2011,3044.107888
MCO,2011,163025.859
MDA,2011,1970.569953
MDG,2011,457.207965
MDV,2011,6487.561793
MEA,2011,8467.650609
MEX,2011,9717.473061
MHL,2011,3251.738261
MIC,2011,4400.893429
MKD,2011,4961.808783
MLI,2011,740.5223214
MLT,2011,21985.33916
MNA,2011,4696.266297
MNE,2011,7253.452092
MNG,2011,3181.104401
MOZ,2011,511.2994942
MRT,2011,1154.065936
MUS,2011,8748.144166
MWI,2011,363.6415594
MYS,2011,10058.04302
NAC,2011,49932.35102
NAM,2011,5692.188831
NER,2011,388.3267312
NGA,2011,2518.631878
NIC,2011,1631.723928
NLD,2011,49886.28451
NOC,2011,19584.4
NOR,2011,99172.62005
NPL,2011,704.1858488
NZL,2011,36918.78818
OEC,2011,42623.15521
OED,2011,37379.44736
OMN,2011,23132.9389
OSS,2011,4993.656683
PAK,2011,1213.931385
PAN,2011,8372.577255
PER,2011,6112.164626
PHL,2011,2357.570924
PLW,2011,10332.10326
PNG,2011,1767.238662
POL,2011,13382.07215
PRI,2011,26733.76117
PRT,2011,22532.50772
PRY,2011,3956.729482
PSS,2011,3309.704019
QAT,2011,90804.66726
ROU,2011,9063.676031
RUS,2011,13284.0326
RWA,2011,570.1668828
SAS,2011,1416.13052
SAU,2011,24116.17413
SDN,2011,1537.598665
SEN,2011,1083.261675
SGP,2011,51241.73968
SLB,2011,1610.924286
SLE,2011,501.0232247
SLV,2011,3698.546188
SMR,2011,
SRB,2011,5964.095198
SSA,2011,1607.28176
SSD,2011,1844.300643
SSF,2011,1625.038436
SST,2011,5872.618123
STP,2011,1355.447344
SUR,2011,8236.202918
SVK,2011,17760.41438
SVN,2011,24478.34954
SWE,2011,56755.33193
SWZ,2011,3274.387294
SYC,2011,12289.2563
SYR,2011,
TCD,2011,1006.319771
TGO,2011,569.4697158
THA,2011,5192.118907
TJK,2011,834.6405524
TKM,2011,5724.541586
TLS,2011,959.5366874
TON,2011,4046.11987
TTO,2011,17686.72718
TUN,2011,4350.335976
TUR,2011,10604.84015
TUV,2011,3993.651838
TZA,2011,530.3948552
UGA,2011,440.8015213
UKR,2011,3575.507325
UMC,2011,6932.428853
URY,2011,13723.92185
USA,2011,49853.68234
UZB,2011,1544.827688
VCT,2011,6291.264323
VEN,2011,10727.98257
VNM,2011,1543.02695
VUT,2011,3252.134993
PSE,2011,
WLD,2011,10224.25079
WSM,2011,3361.961671
YEM,2011,1448.558399
ZAF,2011,7789.944597
COD,2011,245.5826551
ZMB,2011,1408.561319
ZWE,2011,663.6426223
ABW,2012,
AND,2012,
AFG,2012,687.245475
AGO,2012,5482.428049
ALB,2012,3999.92531
ARB,2012,7610.962757
ARE,2012,41691.69503
ARG,2012,11573.06497
ARM,2012,3351.381364
ATG,2012,12733.49043
AUS,2012,67441.59339
AUT,2012,46791.781
AZE,2012,7165.031956
BDI,2012,251.014523
BEL,2012,43398.69051
BEN,2012,751.9163168
BFA,2012,651.6532781
BGD,2012,752.1560525
BGR,2012,6976.853444
BHR,2012,23039.68422
BHS,2012,21908.28046
BIH,2012,4555.64457
BLR,2012,6685.018749
BLZ,2012,
BMU,2012,84460.32775
BOL,2012,2575.683695
BRA,2012,11339.52111
BRB,2012,14917.14951
BRN,2012,41126.61284
BTN,2012,2398.905819
BWA,2012,7238.019365
CAF,2012,482.6697266
CAN,2012,51206.15559
CHE,2012,78927.59791
CHI,2012,
CHL,2012,15452.1736
CHN,2012,6091.014352
CIV,2012,1243.986075
CMR,2012,1166.91341
COG,2012,3153.739461
COL,2012,7747.841321
COM,2012,830.5196682
CPV,2012,3695.424487
CRI,2012,9386.304835
CSS,2012,9323.414144
CUB,2012,
CYP,2012,26070.36743
CZE,2012,18689.96717
DEU,2012,42597.36708
DJI,2012,
DMA,2012,6691.714872
DNK,2012,56363.94482
DOM,2012,5745.779878
DZA,2012,5347.704734
EAP,2012,5186.5832
EAS,2012,9039.608879
ECA,2012,6888.573415
ECS,2012,23847.70982
ECU,2012,5424.633611
EGY,2012,3256.018469
EMU,2012,36648.76744
ERI,2012,504.3021912
ESP,2012,28273.71958
EST,2012,16832.8005
ETH,2012,454.7952305
EUU,2012,32954.0833
FIN,2012,45694.1147
FJI,2012,4467.103791
FRA,2012,39746.29293
FRO,2012,
FSM,2012,3154.513862
GAB,2012,11256.52276
GBR,2012,38919.60036
GEO,2012,3506.64458
GHA,2012,1604.905782
GIN,2012,491.7899781
GMB,2012,506.5979066
GNB,2012,494.3146151
GNQ,2012,24035.70609
GRC,2012,22441.52132
GRD,2012,7266.675457
GRL,2012,
GTM,2012,3330.52523
GUY,2012,3583.96217
HIC,2012,38283.81743
HKG,2012,36795.81988
HND,2012,2322.88056
HPC,2012,777.942289
HRV,2012,13878.58455
HTI,2012,770.9512406
HUN,2012,12560.07461
IDN,2012,3556.785714
IMN,2012,
IND,2012,1502.999958
IRL,2012,45921.31638
IRN,2012,7228.018308
IRQ,2012,6625.223216
ISL,2012,42339.46285
ISR,2012,32567.08894
ITA,2012,33815.66802
JAM,2012,5449.081869
JOR,2012,4909.028094
JPN,2012,46730.91845
KAZ,2012,12120.50855
KEN,2012,942.5408848
KGZ,2012,1154.737445
KHM,2012,944.4142464
KIR,2012,1736.198171
KNA,2012,14313.97432
KOR,2012,22589.95903
KSV,2012,3566.587671
KWT,2012,56373.73085
LAC,2012,9191.98324
LAO,2012,1417.079558
LBN,2012,9705.392234
LBR,2012,413.7574149
LBY,2012,
LCA,2012,6848.237633
LCN,2012,9575.216481
LDC,2012,802.8798528
LIC,2012,597.528009
LIE,2012,
LKA,2012,2923.209829
LMC,2012,2009.539523
LMY,2012,4000.301894
LSO,2012,1193.039051
LTU,2012,14172.26877
LUX,2012,103858.027
LVA,2012,13946.96589
MAC,2012,78275.14752
MAR,2012,2902.329958
MCO,2012,
MDA,2012,2037.570226
MDG,2012,447.4371289
MDV,2012,6566.647551
MEA,2012,8875.108883
MEX,2012,9748.868686
MHL,2012,3470.649795
MIC,2012,4585.368224
MKD,2012,4565.269884
MLI,2012,699.3414362
MLT,2012,20838.88359
MNA,2012,4896.593551
MNE,2012,7041.224593
MNG,2012,3672.96694
MOZ,2012,565.1507459
MRT,2012,1106.136947
MUS,2012,8119.546956
MWI,2012,268.0539113
MYS,2012,10432.06247
NAC,2012,51700.5849
NAM,2012,5785.748182
NER,2012,394.7758309
NGA,2012,2722.298481
NIC,2012,1753.642367
NLD,2012,45960.13933
NOC,2012,20583.58004
NOR,2012,99635.87453
NPL,2012,690.2053853
NZL,2012,38636.8671
OEC,2012,42538.02748
OED,2012,37261.55426
OMN,2012,23569.93672
OSS,2012,4856.027021
PAK,2012,1256.65956
PAN,2012,9534.408425
PER,2012,6795.772498
PHL,2012,2587.016762
PLW,2012,11005.86563
PNG,2012,2184.163461
POL,2012,12710.11783
PRI,2012,27677.52559
PRT,2012,20175.05991
PRY,2012,3813.471488
PSS,2012,3466.910235
QAT,2012,93825.30641
ROU,2012,8437.43383
RUS,2012,14037.01545
RWA,2012,619.9270577
SAS,2012,1396.4675
SAU,2012,25136.21482
SDN,2012,1580.004017
SEN,2012,1023.294355
SGP,2012,52051.80877
SLB,2012,1834.839705
SLE,2012,634.922793
SLV,2012,3789.567558
SMR,2012,
SRB,2012,5189.579379
SSA,2012,1629.247658
SSD,2012,943.0432659
SSF,2012,1647.461145
SST,2012,5811.708937
STP,2012,1400.325245
SUR,2012,9376.495375
SVK,2012,16892.55198
SVN,2012,22058.7659
SWE,2012,55039.5738
SWZ,2012,3041.850459
SYC,2012,12782.73355
SYR,2012,
TCD,2012,1035.257946
TGO,2012,574.1195223
THA,2012,5479.76058
TJK,2012,953.0058373
TKM,2012,6797.734307
TLS,2012,1068.38931
TON,2012,4493.720255
TTO,2012,17436.50121
TUN,2012,4236.793631
TUR,2012,10666.05568
TUV,2012,4044.189464
TZA,2012,608.7158943
UGA,2012,551.1559751
UKR,2012,3866.989792
UMC,2012,7285.216348
URY,2012,14702.80039
USA,2012,51748.56149
UZB,2012,1716.661763
VCT,2012,6515.217548
VEN,2012,12728.72685
VNM,2012,1755.265424
VUT,2012,3183.155758
PSE,2012,
WLD,2012,10318.42481
WSM,2012,3619.689904
YEM,2012,1498.261568
ZAF,2012,7351.756648
COD,2012,261.836335
ZMB,2012,1462.887261
ZWE,2012,714.2330072
